,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
0,PAST SALE,December-29-2017,Condo/Co-op,400-B Ortega Ave #302,MOUNTAIN VIEW,CA,94040.0,725000.0,1.0,1.0,MOUNTAIN VIEW,763.0,1300.0,1975.0,1233.0,950.0,359.0,Sold,,,http://www.redfin.com/CA/Mountain-View/400-Ortega-Ave-94040/unit-302/home/12171858,MLSListings,ML81682611,N,Y,37.40001029999999,-122.10526180000001
1,PAST SALE,July-18-2018,Single Family Residential,1408 Ernestine Ln,MOUNTAIN VIEW,CA,94040.0,2650000.0,3.0,3.0,MOUNTAIN VIEW,1728.0,5160.0,1954.0,1032.0,1534.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/1408-Ernestine-Ln-94040/home/1240232,MLSListings,ML81710838,N,Y,37.3865079,-122.09186129999999
2,PAST SALE,November-21-2018,Condo/Co-op,181 Del Medio Ave #209,MOUNTAIN VIEW,CA,94040.0,710000.0,1.0,1.0,MOUNTAIN VIEW,756.0,756.0,1962.0,906.0,939.0,389.0,Sold,,,http://www.redfin.com/CA/Mountain-View/181-Del-Medio-Ave-94040/unit-209/home/12171971,MLSListings,ML81726661,N,Y,37.4081669,-122.1114145
3,PAST SALE,June-23-2020,Condo/Co-op,2211 Latham St #302,MOUNTAIN VIEW,CA,94040.0,1200000.0,2.0,2.0,MOUNTAIN VIEW,1382.0,,1978.0,326.0,868.0,545.0,Sold,,,http://www.redfin.com/CA/Mountain-View/2211-Latham-St-94040/unit-302/home/2121184,MLSListings,ML81793396,N,Y,37.3972947,-122.1030499
4,PAST SALE,March-11-2021,Townhouse,1525 Tyler Park Way,MOUNTAIN VIEW,CA,94040.0,1500000.0,2.0,2.5,MOUNTAIN VIEW,1648.0,1351.0,1979.0,65.0,910.0,538.0,Sold,,,http://www.redfin.com/CA/Mountain-View/1525-Tyler-Park-Way-94040/home/1240252,MLSListings,ML81826757,N,Y,37.37538,-122.077552
5,PAST SALE,March-16-2017,Single Family Residential,1585 Bonita Ave,MOUNTAIN VIEW,CA,94040.0,1850000.0,3.0,2.0,MOUNTAIN VIEW,1178.0,5980.0,1953.0,1521.0,1570.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/1585-Bonita-Ave-94040/home/548024,MLSListings,ML81639026,N,Y,37.3750686,-122.0800606
6,PAST SALE,May-7-2019,Single Family Residential,778 Rustic Ln,MOUNTAIN VIEW,CA,94040.0,2799000.0,5.0,3.0,MOUNTAIN VIEW,2412.0,8000.0,1975.0,739.0,1160.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/778-Rustic-Ln-94040/home/1785749,MLSListings,ML81738121,N,Y,37.380117600000005,-122.0864581
7,PAST SALE,June-11-2020,Townhouse,157 Ortega Ave,MOUNTAIN VIEW,CA,94040.0,1500000.0,3.0,2.5,MOUNTAIN VIEW,1755.0,2865.0,1978.0,338.0,855.0,525.0,Sold,,,http://www.redfin.com/CA/Mountain-View/157-Ortega-Ave-94040/home/2121139,MLSListings,ML81793627,N,Y,37.4017723,-122.1017297
8,PAST SALE,May-25-2016,Single Family Residential,1040 Cuesta Dr,MOUNTAIN VIEW,CA,94040.0,2000000.0,3.0,2.0,MOUNTAIN VIEW,1652.0,6200.0,1955.0,1816.0,1211.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/1040-Cuesta-Dr-94040/home/810345,MLSListings,ML81579899,N,Y,37.373618799999996,-122.0921106
9,PAST SALE,May-19-2016,Single Family Residential,801 S Knickerbocker Dr,SUNNYVALE,CA,94087.0,1375000.0,3.0,2.0,SUNNYVALE,1120.0,5000.0,1955.0,1822.0,1228.0,,Sold,,,http://www.redfin.com/CA/Sunnyvale/801-S-Knickerbocker-Dr-94087/home/1653250,MLSListings,ML81578554,N,Y,37.370486299999996,-122.0607733
10,PAST SALE,October-16-2020,Single Family Residential,1077 Brighton Pl,MOUNTAIN VIEW,CA,94040.0,2550000.0,3.0,2.0,MOUNTAIN VIEW,1433.0,7324.0,1954.0,211.0,1779.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/1077-Brighton-Pl-94040/home/1511492,MLSListings,ML81811606,N,Y,37.390590100000004,-122.10147450000001
11,PAST SALE,April-22-2019,Condo/Co-op,49 Showers Dr Unit A142,MOUNTAIN VIEW,CA,94040.0,1200000.0,3.0,2.0,MOUNTAIN VIEW,1392.0,21821.0,1977.0,754.0,862.0,435.0,Sold,,,http://www.redfin.com/CA/Mountain-View/49-Showers-Dr-94040/unit-A142/home/2121020,MLSListings,ML81743498,N,Y,37.4041901,-122.10272749999999
12,PAST SALE,September-11-2020,Single Family Residential,135 Wortham Ct,MOUNTAIN VIEW,CA,94040.0,2568000.0,4.0,3.5,MOUNTAIN VIEW,2202.0,8891.0,1966.0,246.0,1166.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/135-Wortham-Ct-94040/home/648041,MLSListings,ML81802217,N,Y,37.366010700000004,-122.0772085
13,PAST SALE,December-28-2017,Single Family Residential,2380 Sun Mor Ave,MOUNTAIN VIEW,CA,94040.0,2322000.0,3.0,2.0,MOUNTAIN VIEW,1722.0,9375.0,1952.0,1234.0,1348.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/2380-Sun-Mor-Ave-94040/home/648598,MLSListings,ML81685370,N,Y,37.3700143,-122.0704062
14,PAST SALE,October-15-2018,Condo/Co-op,400 Ortega Ave #209,MOUNTAIN VIEW,CA,94040.0,840000.0,2.0,1.0,MOUNTAIN VIEW,928.0,1016.0,1975.0,943.0,905.0,505.0,Sold,,,http://www.redfin.com/CA/Mountain-View/400-Ortega-Ave-94040/unit-209/home/12171851,MLSListings,ML81718165,N,Y,37.3995296,-122.10568219999999
15,PAST SALE,January-16-2018,Single Family Residential,302 Monroe Dr,MOUNTAIN VIEW,CA,94040.0,2825000.0,5.0,4.5,MOUNTAIN VIEW,3043.0,11039.0,1988.0,1215.0,928.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/302-Monroe-Dr-94040/home/2121122,MLSListings,ML81685928,N,Y,37.4107022,-122.1167834
16,PAST SALE,February-3-2021,Condo/Co-op,118 Ranch Ln,MOUNTAIN VIEW,CA,94040.0,1600000.0,3.0,3.5,MOUNTAIN VIEW,1705.0,,2018.0,101.0,938.0,399.0,Sold,,,http://www.redfin.com/CA/Mountain-View/118-Ranch-Ln-94040/home/168869325,MLSListings,ML81733174,N,Y,37.403135299999995,-122.1014148
17,PAST SALE,February-10-2021,Single Family Residential,1848 Golden Way,MOUNTAIN VIEW,CA,94040.0,3600000.0,3.0,2.5,MOUNTAIN VIEW,2429.0,8950.0,1965.0,94.0,1482.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/1848-Golden-Way-94040/home/1376057,MLSListings,ML81827352,N,Y,37.3696443,-122.09080130000001
18,PAST SALE,January-5-2018,Single Family Residential,1855 Fordham Way,MOUNTAIN VIEW,CA,94040.0,3280000.0,3.0,2.5,MOUNTAIN VIEW,2200.0,8953.0,1965.0,1226.0,1491.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/1855-Fordham-Way-94040/home/642439,MLSListings,ML81685921,N,Y,37.369434999999996,-122.0912452
19,PAST SALE,May-7-2021,Single Family Residential,1675 Tulane Dr,MOUNTAIN VIEW,CA,94040.0,3110000.0,3.0,2.0,MOUNTAIN VIEW,1837.0,6300.0,1952.0,8.0,1693.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/1675-Tulane-Dr-94040/home/641958,MLSListings,ML81837305,N,Y,37.3749854,-122.08771680000001
20,PAST SALE,October-14-2016,Condo/Co-op,181 Del Medio Ave #208,MOUNTAIN VIEW,CA,94040.0,522000.0,1.0,1.0,MOUNTAIN VIEW,756.0,757.0,1962.0,1674.0,690.0,354.0,Sold,,,http://www.redfin.com/CA/Mountain-View/181-Del-Medio-Ave-94040/unit-208/home/12171970,MLSListings,ML81613209,N,Y,37.408218100000006,-122.111057
21,PAST SALE,July-20-2018,Condo/Co-op,183 Del Medio Ave #302,MOUNTAIN VIEW,CA,94040.0,920000.0,2.0,2.0,MOUNTAIN VIEW,1012.0,714.0,1962.0,1030.0,909.0,518.0,Sold,,,http://www.redfin.com/CA/Mountain-View/183-Del-Medio-Ave-94040/unit-302/home/2121266,MLSListings,ML81704546,N,Y,37.407743200000006,-122.1119469
22,PAST SALE,May-25-2018,Condo/Co-op,2025 California St #48,MOUNTAIN VIEW,CA,94040.0,750000.0,2.0,1.0,MOUNTAIN VIEW,789.0,769.0,1965.0,1086.0,951.0,400.0,Sold,,,http://www.redfin.com/CA/Mountain-View/2025-California-St-94040/unit-48/home/1391668,MLSListings,ML81700379,N,Y,37.3979898,-122.09852340000002
23,PAST SALE,July-2-2020,Townhouse,213 Ortega Ave,MOUNTAIN VIEW,CA,94040.0,1425000.0,3.0,2.5,MOUNTAIN VIEW,1725.0,2100.0,1978.0,317.0,826.0,525.0,Sold,,,http://www.redfin.com/CA/Mountain-View/213-Ortega-Ave-94040/home/12171894,MLSListings,ML81790142,N,Y,37.4028232,-122.10287240000001
24,PAST SALE,June-24-2016,Townhouse,102 Pacchetti Way,MOUNTAIN VIEW,CA,94040.0,1100000.0,3.0,3.0,MOUNTAIN VIEW,1292.0,662.0,1997.0,1786.0,851.0,193.0,Sold,,,http://www.redfin.com/CA/Mountain-View/102-Pacchetti-Way-94040/home/12172152,MLSListings,ML81585140,N,Y,37.4066601,-122.1071568
25,PAST SALE,April-21-2017,Townhouse,113 Pacchetti Way,MOUNTAIN VIEW,CA,94040.0,1350000.0,3.0,3.0,MOUNTAIN VIEW,1525.0,915.0,1997.0,1485.0,885.0,215.0,Sold,,,http://www.redfin.com/CA/Mountain-View/113-Pacchetti-Way-94040/home/12172121,MLSListings,ML81642072,N,Y,37.4062985,-122.1070054
26,PAST SALE,September-18-2017,Townhouse,111 Pacchetti Way,MOUNTAIN VIEW,CA,94040.0,1230000.0,2.0,2.5,MOUNTAIN VIEW,1080.0,871.0,1996.0,1335.0,1139.0,215.0,Sold,,,http://www.redfin.com/CA/Mountain-View/111-Pacchetti-Way-94040/home/12172122,MLSListings,ML81674359,N,Y,37.4063381,-122.1069878
27,PAST SALE,June-30-2020,Condo/Co-op,255 S Rengstorff Ave #119,MOUNTAIN VIEW,CA,94040.0,860000.0,2.0,2.0,MOUNTAIN VIEW,1003.0,,1965.0,319.0,857.0,556.0,Sold,,,http://www.redfin.com/CA/Mountain-View/255-S-Rengstorff-Ave-94040/unit-119/home/1748754,MLSListings,ML81793285,N,Y,37.4000438,-122.09900079999998
28,PAST SALE,December-24-2020,Single Family Residential,1813 Orangetree Ln,MOUNTAIN VIEW,CA,94040.0,2650000.0,3.0,2.0,MOUNTAIN VIEW,1280.0,6932.0,1955.0,142.0,2070.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/1813-Orangetree-Ln-94040/home/979970,MLSListings,ML81820924,N,Y,37.3706165,-122.09397460000001
29,PAST SALE,June-6-2019,Townhouse,112 Sondgroth Way,MOUNTAIN VIEW,CA,94040.0,1325000.0,3.0,3.0,MOUNTAIN VIEW,1292.0,697.0,1996.0,709.0,1026.0,233.0,Sold,,,http://www.redfin.com/CA/Mountain-View/112-Sondgroth-Way-94040/home/12172129,MLSListings,ML81748606,N,Y,37.406048999999996,-122.10706200000001
30,PAST SALE,July-31-2018,Condo/Co-op,49 Showers Dr Unit V402,MOUNTAIN VIEW,CA,94040.0,1460000.0,3.0,2.5,MOUNTAIN VIEW,1487.0,6248.0,1974.0,1019.0,982.0,434.0,Sold,,,http://www.redfin.com/CA/Mountain-View/49-Showers-Dr-94040/unit-V402/home/2120907,MLSListings,ML81712443,N,Y,37.40497678208195,-122.10454017034745
31,PAST SALE,October-4-2019,Multi-Family (2-4 Unit),1825 S Springer Rd,MOUNTAIN VIEW,CA,94040.0,2650000.0,4.0,,MOUNTAIN VIEW,1682.0,8429.0,1957.0,589.0,1576.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/1825-Springer-Rd-94040/home/1427631,MLSListings,ML81764287,N,Y,37.3702415,-122.0957719
32,PAST SALE,March-31-2017,Condo/Co-op,49 Showers Dr Unit E152,MOUNTAIN VIEW,CA,94040.0,768000.0,1.0,1.0,MOUNTAIN VIEW,959.0,1880.0,1976.0,1506.0,801.0,410.0,Sold,,,http://www.redfin.com/CA/Mountain-View/49-Showers-Dr-94040/unit-E152/home/12171798,MLSListings,ML81639815,N,Y,37.4050369,-122.103554
33,PAST SALE,May-17-2019,Condo/Co-op,49 Showers Dr Unit A140,MOUNTAIN VIEW,CA,94040.0,1050000.0,2.0,2.0,MOUNTAIN VIEW,1168.0,21821.0,1977.0,729.0,899.0,435.0,Sold,,,http://www.redfin.com/CA/Mountain-View/49-Showers-Dr-94040/unit-A140/home/12171821,MLSListings,ML81746639,N,Y,37.4041901,-122.10272749999999
34,PAST SALE,April-18-2018,Condo/Co-op,49 Showers Dr Unit J316,MOUNTAIN VIEW,CA,94040.0,1350000.0,3.0,2.0,MOUNTAIN VIEW,1392.0,1880.0,1977.0,1123.0,970.0,434.0,Sold,,,http://www.redfin.com/CA/Mountain-View/49-Showers-Dr-94040/unit-J316/home/2120981,MLSListings,ML81695246,N,Y,37.4050369,-122.103554
35,PAST SALE,May-24-2016,Single Family Residential,646 Lola Ln,MOUNTAIN VIEW,CA,94040.0,1958000.0,3.0,2.0,MOUNTAIN VIEW,1546.0,7040.0,1955.0,1817.0,1266.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/646-Lola-Ln-94040/home/709045,MLSListings,ML81583846,N,Y,37.3763472,-122.0825551
36,PAST SALE,November-6-2019,Townhouse,165 Ortega Ave,MOUNTAIN VIEW,CA,94040.0,1336500.0,2.0,2.5,MOUNTAIN VIEW,1584.0,1696.0,1978.0,556.0,844.0,497.0,Sold,,,http://www.redfin.com/CA/Mountain-View/165-Ortega-Ave-94040/home/2121148,MLSListings,ML81771048,N,Y,37.401668900000004,-122.101297
37,PAST SALE,June-12-2020,Townhouse,209 Ortega Ave,MOUNTAIN VIEW,CA,94040.0,1465000.0,3.0,2.5,MOUNTAIN VIEW,1725.0,2543.0,1978.0,337.0,849.0,525.0,Sold,,,http://www.redfin.com/CA/Mountain-View/209-Ortega-Ave-94040/home/2121134,MLSListings,ML81787755,N,Y,37.40273320000001,-122.1023953
38,PAST SALE,July-19-2018,Single Family Residential,1128 Phyllis Ave,MOUNTAIN VIEW,CA,94040.0,2050000.0,3.0,2.0,MOUNTAIN VIEW,1314.0,5131.0,1955.0,1031.0,1560.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/1128-Phyllis-Ave-94040/home/1023597,MLSListings,ML81705855,N,Y,37.3808864,-122.07813020000002
39,PAST SALE,September-16-2019,Single Family Residential,949 Eichler Dr,MOUNTAIN VIEW,CA,94040.0,2688000.0,4.0,2.0,MOUNTAIN VIEW,1912.0,7687.0,1972.0,607.0,1406.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/949-Eichler-Dr-94040/home/1151192,MLSListings,ML81764683,N,Y,37.381721399999996,-122.0887906
40,PAST SALE,August-7-2020,Single Family Residential,951 Trophy Dr,MOUNTAIN VIEW,CA,94040.0,2500000.0,4.0,2.0,MOUNTAIN VIEW,2030.0,6167.0,1972.0,281.0,1232.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/951-Trophy-Dr-94040/home/644164,MLSListings,ML81799249,N,Y,37.3826861,-122.08869640000002
41,PAST SALE,January-3-2017,Townhouse,150 Alley Way,MOUNTAIN VIEW,CA,94040.0,1225000.0,2.0,2.5,MOUNTAIN VIEW,1362.0,1512.0,1996.0,1593.0,899.0,212.0,Sold,,,http://www.redfin.com/CA/Mountain-View/150-Alley-Way-94040/home/2121415,MLSListings,ML81634601,N,Y,37.406203399999995,-122.1062058
42,PAST SALE,August-24-2020,Single Family Residential,1859 Van Buren Cir,MOUNTAIN VIEW,CA,94040.0,3458000.0,4.0,2.5,MOUNTAIN VIEW,2433.0,8560.0,1963.0,264.0,1421.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/1859-Van-Buren-Cir-94040/home/1822855,MLSListings,ML81799355,N,Y,37.369480100000004,-122.0893831
43,PAST SALE,March-31-2020,Single Family Residential,505 Preston Dr,MOUNTAIN VIEW,CA,94040.0,2975000.0,4.0,2.5,MOUNTAIN VIEW,2398.0,8381.0,1971.0,410.0,1241.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/505-Preston-Dr-94040/home/650478,MLSListings,ML81782453,N,Y,37.3638915,-122.0737798
44,PAST SALE,November-1-2017,Multi-Family (5+ Unit),565 Escuela Ave,MOUNTAIN VIEW,CA,94040.0,7255000.0,5.0,,MOUNTAIN VIEW,15109.0,28696.0,1963.0,1291.0,480.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/565-Escuela-Ave-94040/home/616181,MLSListings,ML81654397,N,Y,37.3945696,-122.0947068
45,PAST SALE,March-25-2019,Condo/Co-op,1943 Mount Vernon Ct #310,MOUNTAIN VIEW,CA,94040.0,1080000.0,2.0,2.0,MOUNTAIN VIEW,1169.0,2500.0,1977.0,782.0,924.0,550.0,Sold,,,http://www.redfin.com/CA/Mountain-View/1943-Mt-Vernon-Ct-94040/unit-310/home/616629,MLSListings,ML81739389,N,Y,37.39626320000001,-122.0967429
46,PAST SALE,October-9-2020,Single Family Residential,1518 Fordham Way,MOUNTAIN VIEW,CA,94040.0,2770000.0,5.0,3.0,MOUNTAIN VIEW,2147.0,8300.0,1954.0,218.0,1290.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/1518-Fordham-Way-94040/home/640986,MLSListings,ML81797751,N,Y,37.3788136,-122.0912452
47,PAST SALE,November-26-2018,Townhouse,1116 Boranda Ave,MOUNTAIN VIEW,CA,94040.0,1900000.0,4.0,3.0,MOUNTAIN VIEW,2112.0,2635.0,2007.0,901.0,900.0,476.0,Sold,,,http://www.redfin.com/CA/Mountain-View/1116-Boranda-Ave-94040/home/17288326,MLSListings,ML81728764,N,Y,37.380951,-122.08256499999999
48,PAST SALE,January-23-2018,Townhouse,103 Pacchetti Way,MOUNTAIN VIEW,CA,94040.0,1650000.0,3.0,3.0,MOUNTAIN VIEW,1292.0,665.0,1996.0,1208.0,1277.0,215.0,Sold,,,http://www.redfin.com/CA/Mountain-View/103-Pacchetti-Way-94040/home/12172132,MLSListings,ML81686514,N,Y,37.4064755,-122.10686770000001
49,PAST SALE,March-14-2018,Townhouse,108 Hilary Ave,MOUNTAIN VIEW,CA,94040.0,1425000.0,2.0,2.5,MOUNTAIN VIEW,1080.0,705.0,1996.0,1158.0,1319.0,211.0,Sold,,,http://www.redfin.com/CA/Mountain-View/108-Hilary-Ave-94040/home/2121438,MLSListings,ML81691252,N,Y,37.406111100000004,-122.10676979999998
50,PAST SALE,October-31-2018,Single Family Residential,112 Beacon St,MOUNTAIN VIEW,CA,94040.0,1860000.0,3.0,2.5,MOUNTAIN VIEW,1339.0,1850.0,1995.0,927.0,1389.0,79.0,Sold,,,http://www.redfin.com/CA/Mountain-View/112-Beacon-St-94040/home/2121381,MLSListings,ML81725015,N,Y,37.4053141,-122.106844
51,PAST SALE,July-6-2017,Mobile/Manufactured Home,191 E El Camino Real #188,MOUNTAIN VIEW,CA,94041.0,200000.0,2.0,2.0,MOUNTAIN VIEW,1000.0,,2000.0,1409.0,200.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/191-E-El-Camino-Real-94040/unit-188/home/113761147,MLSListings,ML81648062,N,Y,37.3785654,-122.069854
52,PAST SALE,February-20-2019,Multi-Family (5+ Unit),2336 California St,MOUNTAIN VIEW,CA,94040.0,5350000.0,6.0,,MOUNTAIN VIEW,11114.0,14190.0,1962.0,815.0,481.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/2336-California-St-94040/home/12171632,MLSListings,ML81728575,N,Y,37.4026611,-122.10534409999998
53,PAST SALE,May-19-2020,Condo/Co-op,400 Ortega Ave #310,MOUNTAIN VIEW,CA,94040.0,800000.0,2.0,1.0,MOUNTAIN VIEW,939.0,,1975.0,361.0,852.0,515.0,Sold,,,http://www.redfin.com/CA/Mountain-View/400-Ortega-Ave-94040/unit-310/home/2121071,MLSListings,ML81789077,N,Y,37.400231,-122.10534399999999
54,PAST SALE,May-27-2016,Townhouse,1667 Grant Dr,MOUNTAIN VIEW,CA,94040.0,1330000.0,4.0,3.0,MOUNTAIN VIEW,1884.0,1725.0,1979.0,1814.0,706.0,575.0,Sold,,,http://www.redfin.com/CA/Mountain-View/1667-Grant-Rd-94040/home/1531835,MLSListings,ML81581374,N,Y,37.374708,-122.076572
55,PAST SALE,September-4-2020,Single Family Residential,1115 Nilda Ave,MOUNTAIN VIEW,CA,94040.0,1788000.0,3.0,1.0,MOUNTAIN VIEW,1028.0,5641.0,1952.0,253.0,1739.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/1115-Nilda-Ave-94040/home/1763340,MLSListings,ML81799077,N,Y,37.3809106,-122.0793504
56,PAST SALE,February-27-2018,Condo/Co-op,49 Showers Dr Unit J220,MOUNTAIN VIEW,CA,94040.0,860000.0,1.0,1.0,MOUNTAIN VIEW,1000.0,,1977.0,1173.0,860.0,435.0,Sold,,,http://www.redfin.com/CA/Mountain-View/49-Showers-Dr-94040/unit-J220/home/2120975,MLSListings,ML81691117,N,Y,37.403987799999996,-122.1033605
57,PAST SALE,October-3-2016,Mobile/Manufactured Home,1075 Space Park Way #8,MOUNTAIN VIEW,CA,94043.0,225000.0,3.0,2.0,MOUNTAIN VIEW,1410.0,,1998.0,1685.0,160.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/1075-Mountain-View-Ave-94040/unit-8/home/1090286,MLSListings,ML81594985,N,Y,37.3846061,-122.09025120000001
58,PAST SALE,December-31-2020,Condo/Co-op,49 Showers Dr Unit A139,MOUNTAIN VIEW,CA,94040.0,947500.0,2.0,2.0,MOUNTAIN VIEW,1206.0,,1977.0,135.0,786.0,485.0,Sold,,,http://www.redfin.com/CA/Mountain-View/49-Showers-Dr-94040/unit-A139/home/12171820,MLSListings,ML81808341,N,Y,37.4041901,-122.10272749999999
59,PAST SALE,August-14-2017,Single Family Residential,1654 Columbia Dr,MOUNTAIN VIEW,CA,94040.0,2320000.0,3.0,2.0,MOUNTAIN VIEW,1845.0,7030.0,1954.0,1370.0,1257.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/1654-Columbia-Dr-94040/home/1160862,MLSListings,ML81669585,N,Y,37.375339700000005,-122.0953503
60,PAST SALE,August-21-2017,Townhouse,183 Ortega Ave,MOUNTAIN VIEW,CA,94040.0,1290000.0,2.0,2.5,MOUNTAIN VIEW,1584.0,1780.0,1978.0,1363.0,814.0,457.0,Sold,,,http://www.redfin.com/CA/Mountain-View/183-Ortega-Ave-94040/home/2121141,MLSListings,ML81669700,N,Y,37.4021777,-122.10147450000001
61,PAST SALE,October-17-2017,Condo/Co-op,255 S Rengstorff Ave #161,MOUNTAIN VIEW,CA,94040.0,535000.0,1.0,1.0,MOUNTAIN VIEW,551.0,1395.0,1965.0,1306.0,971.0,394.0,Sold,,,http://www.redfin.com/CA/Mountain-View/255-S-Rengstorff-Ave-94040/unit-161/home/1748760,MLSListings,ML81680359,N,Y,37.4000438,-122.09900079999998
62,PAST SALE,July-17-2017,Townhouse,2272 Towne Cir,MOUNTAIN VIEW,CA,94040.0,1460000.0,3.0,3.0,MOUNTAIN VIEW,1539.0,933.0,2002.0,1398.0,949.0,323.0,Sold,,,http://www.redfin.com/CA/Mountain-View/2272-Towne-Cir-94040/home/12177495,MLSListings,ML81656088,N,Y,37.403915999999995,-122.1007825
63,PAST SALE,June-3-2016,Townhouse,139 Ortega Ave,MOUNTAIN VIEW,CA,94040.0,1335000.0,3.0,2.5,MOUNTAIN VIEW,1755.0,2491.0,1978.0,1807.0,761.0,435.0,Sold,,,http://www.redfin.com/CA/Mountain-View/139-Ortega-Ave-94040/home/2121130,MLSListings,ML81585129,N,Y,37.4022536,-122.1026172
64,PAST SALE,April-20-2017,Single Family Residential,219 Ortega Ave,MOUNTAIN VIEW,CA,94040.0,1400000.0,3.0,2.5,MOUNTAIN VIEW,1755.0,2492.0,1978.0,1486.0,798.0,457.0,Sold,,,http://www.redfin.com/CA/Mountain-View/219-Ortega-Ave-94040/home/2121137,MLSListings,ML81642833,N,Y,37.4026778,-122.10295
65,PAST SALE,June-6-2016,Townhouse,61 Sheffield Ct,MOUNTAIN VIEW,CA,94040.0,1225000.0,3.0,3.5,MOUNTAIN VIEW,1543.0,993.0,2002.0,1804.0,794.0,321.0,Sold,,,http://www.redfin.com/CA/Mountain-View/61-Sheffield-Ct-94040/home/2121724,MLSListings,ML81564622,N,Y,37.4034096,-122.10057809999999
66,PAST SALE,August-24-2018,Single Family Residential,992 Boranda Ave,MOUNTAIN VIEW,CA,94040.0,1750000.0,3.0,2.0,MOUNTAIN VIEW,1088.0,8640.0,1930.0,995.0,1608.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/992-Boranda-Ave-94040/home/645153,MLSListings,ML81705099,N,Y,37.3830344,-122.08270320000001
67,PAST SALE,September-1-2017,Single Family Residential,2121 University Ave,MOUNTAIN VIEW,CA,94040.0,1350000.0,3.0,2.0,MOUNTAIN VIEW,1132.0,4165.0,1938.0,1352.0,1193.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/2121-University-Ave-94040/home/12171532,MLSListings,ML81667919,N,Y,37.3999854,-122.0999213
68,PAST SALE,July-24-2020,Single Family Residential,169 College Ave,MOUNTAIN VIEW,CA,94040.0,1385000.0,3.0,2.0,MOUNTAIN VIEW,1104.0,3456.0,1998.0,295.0,1255.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/169-College-Ave-94040/home/12171571,MLSListings,ML81795018,N,Y,37.40235379999999,-122.0999324
69,PAST SALE,November-2-2018,Single Family Residential,1694 Montalto Dr,MOUNTAIN VIEW,CA,94040.0,1850000.0,3.0,2.0,MOUNTAIN VIEW,1300.0,7947.0,1955.0,925.0,1423.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/1694-Montalto-Dr-94040/home/1562308,MLSListings,ML81727209,N,Y,37.373841299999995,-122.08256829999999
70,PAST SALE,May-20-2020,Single Family Residential,2701 Katrina Way,MOUNTAIN VIEW,CA,94040.0,2350000.0,3.0,2.0,MOUNTAIN VIEW,1726.0,8382.0,1925.0,360.0,1362.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/2701-Katrina-Way-94040/home/1346277,MLSListings,ML81785187,N,Y,37.3656249,-122.06792040000002
71,PAST SALE,November-21-2018,Single Family Residential,13411 Pastel Ln,MOUNTAIN VIEW,CA,94040.0,2420000.0,3.0,2.0,MOUNTAIN VIEW,1685.0,10413.0,1956.0,906.0,1436.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/13411-Pastel-Ln-94040/home/1439880,MLSListings,ML81728776,N,Y,37.3726895,-122.0692521
72,PAST SALE,September-5-2018,Single Family Residential,1193 Andre Ave,MOUNTAIN VIEW,CA,94040.0,2725000.0,4.0,2.0,MOUNTAIN VIEW,2219.0,8250.0,1964.0,983.0,1228.0,,Sold,,,http://www.redfin.com/CA/Mountain-View/1193-Andre-Ave-94040/home/1751530,MLSListings,ML81715745,N,Y,37.3625152,-122.0695185
